----------4C3_measure_pos5_export----------
order:	X	Y	Z
--------------------------------------------
anchors locations:
19.6184	10.5662	-51.9630
519.6180	876.5960	-51.9630
1019.6200	10.5648	-51.9630
519.6180	299.2420	764.5310
--------------------------------------------
measure locations:
798.8500	446.3600	438.7300
--------------------------------------------
guess_location:
401.8287	365.2082	1026.7444
1113.2310	731.4289	896.9499
990.7664	722.1939	742.7234
929.1228	710.6651	704.9664
928.0695	650.1684	700.7570
964.6633	818.1301	653.1900
955.1925	762.6297	657.1022
968.2247	714.5975	661.4065
953.3525	693.2640	716.4813
980.6529	626.4843	685.2959
975.4105	803.3542	699.1446
1003.8504	721.9607	673.8080
1025.9651	689.7826	705.8640
1039.8824	645.5591	660.6572
1014.6366	731.6090	674.9470
1035.8307	668.4185	637.1409
1019.6623	751.5110	630.0866
1066.2008	717.1406	578.5470
1032.8138	686.6039	568.5714
1013.5972	667.3941	593.1835
1052.7163	632.9553	577.2273
1074.7819	840.7133	503.2581
1172.9701	763.2222	607.8399
1033.6394	749.2068	522.4344
1053.7526	656.9872	572.5263
1002.3415	637.2384	615.4160
975.8916	588.5391	637.2941
955.0687	652.4045	675.1411
758.7223	702.9911	756.9092
743.1300	755.8666	822.6322
875.9234	644.9247	776.0294
844.5302	618.3380	725.0211
857.3233	652.9394	712.7136
776.9007	648.7562	722.5143
740.2094	679.5768	762.3529
635.1430	766.2630	802.5206
456.6803	823.3844	863.6661
560.7070	754.5594	850.9589
885.4642	675.2657	774.7466
949.3331	644.7322	694.1313
812.7019	631.7137	658.8095
572.5954	813.4798	799.7225
897.8047	611.9904	727.7654
778.4488	679.4696	780.2629
689.5319	772.0594	791.8509
711.1484	738.8445	768.7038
714.8800	755.9468	768.1902
713.1590	752.3391	776.1214
663.7225	771.5379	770.8599
666.4800	711.7680	784.9285
705.8523	725.3211	761.4453
688.7846	739.2727	750.9485
789.6103	706.8108	751.0452
720.4413	728.3605	728.5501
861.6019	657.9552	705.4989
857.0754	639.2615	688.6611
980.7769	765.4384	787.7300
842.4804	799.0132	817.9371
906.6218	740.4521	780.2786
639.1745	755.2305	805.7409
732.5680	742.8487	791.7034
732.0442	733.2116	794.8599
655.0541	745.0240	827.2384
736.2423	818.7174	875.9467
815.0908	737.5545	831.4235
878.7724	748.8133	819.3469
843.5782	760.4826	834.9312
781.6947	692.0305	831.6946
847.5220	688.3341	793.5155
915.0397	679.4075	746.0670
860.5669	655.3284	761.5735
876.6842	697.6038	767.3991
914.0875	708.5661	774.1568
866.8745	732.2822	793.5984
833.1097	733.2233	809.2012
865.0261	669.3122	780.8634
914.0127	716.9408	748.9762
830.8196	722.0076	778.7999
778.0243	691.1666	782.0529
834.9204	631.6205	736.2976
860.0866	637.9725	748.4498
949.7825	645.8483	743.2460
885.8578	630.9411	749.9482
884.2949	617.9946	717.7478
894.3171	613.7801	742.1231
871.6694	623.2210	738.9020
939.6111	629.6592	733.1129
869.0064	611.2790	743.8794
876.5632	660.5796	759.3027
883.9360	632.7118	747.0904
985.0085	653.7560	725.1080
861.6129	671.2677	771.7351
899.3634	639.4730	744.7671
900.5281	639.4834	737.4880
893.9636	644.6424	745.8176
882.0422	655.8708	758.6434
888.2780	647.5010	752.4888
953.1387	677.2927	739.9401
897.9951	659.8847	753.6731
871.1392	638.0494	757.8962
850.0530	641.8520	756.0058
839.2094	650.3654	754.6601
878.4856	662.6672	740.0779
882.3612	650.1111	741.8954
837.4719	635.2137	744.1527
849.2792	667.6186	751.9361
824.0647	694.8378	749.8373
909.9563	663.4793	738.5762
885.5403	640.1500	728.9284
870.6643	661.0058	734.2840
878.8835	627.4593	728.5741
874.7435	643.9663	721.4434
907.2961	661.7188	720.4349
879.0383	648.9883	726.7955
836.7255	646.6398	741.8904
814.0405	683.8647	739.7430
843.4148	690.0620	741.6755
788.6968	663.2767	744.7310
832.1439	705.9152	740.0594
837.3371	678.2774	738.4646
878.1208	646.8398	712.1639
835.2435	694.9224	723.4888
849.4360	691.2846	720.4467
843.2544	657.6297	734.5418
832.5306	655.7854	745.8691
851.2707	643.1939	736.1677
840.3613	623.2284	727.5689
840.0202	658.5406	711.9850
855.7669	648.0807	756.8961
814.6585	663.6906	755.8983
892.8261	664.2575	728.1360
847.3688	633.1940	739.3397
934.5298	663.3260	730.9838
896.9532	640.3442	740.1602
877.3474	669.4000	753.1278
821.4453	683.2699	756.8808
856.1758	679.7395	769.3167
802.5324	736.6750	793.7970
720.4446	771.2003	793.4585
864.2459	776.1619	764.2883
776.4058	806.5812	774.0433
818.0771	756.5032	768.6041
782.0783	823.1758	772.8618
801.2157	780.7858	793.7579
862.2964	751.6186	793.6491
809.3502	801.8601	811.4206
876.8254	776.3835	784.3919
866.4627	822.8946	802.3323
779.9027	869.8788	855.2097
773.8655	769.6206	805.6915
970.3151	761.6352	746.1332
958.5012	733.9792	698.0925
880.9010	678.7506	750.9330
821.6541	745.4544	795.8850
794.4269	798.0354	831.7739
908.9298	758.3511	785.3289
896.7643	802.9948	819.4165
1005.8958	757.7481	765.8282
787.1263	752.6442	759.0798
816.9434	698.1976	736.5659
786.7731	668.6642	736.4744
880.8865	677.1483	687.9285
848.0047	652.7293	703.0152
824.0488	648.9454	698.4240
864.3051	570.8770	691.9616
--------------------------------------------
average_guess:
859.1327	695.6522	743.5542
--------------------------------------------
