----------4C3_measure_pos4_export----------
order:	X	Y	Z
--------------------------------------------
anchors locations:
19.6184	10.5662	-51.9630
519.6180	876.5960	-51.9630
1019.6200	10.5648	-51.9630
519.6180	299.2420	764.5310
--------------------------------------------
measure locations:
643.3600	356.8200	365.2400
--------------------------------------------
guess_location:
318.6130	342.2567	748.7667
412.7350	657.5654	512.9293
529.0533	605.2624	535.7837
676.4295	715.8690	579.2465
731.2793	657.7243	554.2703
650.9240	620.5916	562.7755
672.1910	607.4550	558.5471
681.8243	603.6658	557.6232
713.0012	581.5016	538.5426
683.9097	601.6005	539.4988
695.5303	607.9968	549.2690
669.7302	598.5030	556.1102
688.8469	607.3867	551.0177
682.7613	611.2393	559.0358
717.7696	601.2333	552.9822
686.1582	595.9686	567.9005
704.2898	604.4198	576.1697
718.0805	607.9010	571.4010
707.8915	613.3152	574.9091
706.1400	625.3677	607.1314
715.6056	597.4146	579.7732
672.7328	600.4304	582.2815
675.7114	584.9663	564.5400
702.3905	587.7016	547.6403
722.5902	577.7824	536.5454
697.2374	584.8575	542.7066
702.0445	576.6581	552.6309
702.3660	569.6055	540.8911
743.4228	560.3094	540.6514
740.8212	566.7736	530.8879
727.5163	573.1693	550.0177
736.2581	562.2248	533.7081
723.2459	582.3303	542.6172
722.0852	572.7763	526.6532
756.7793	568.0598	530.9537
742.7445	573.8329	543.8167
737.2731	582.2543	544.2791
731.9981	586.0537	559.2026
753.3969	579.0880	551.4660
747.4532	575.1062	554.9039
768.0397	551.5126	534.0581
760.2548	564.9144	541.3914
756.2526	565.2922	530.3563
721.8530	567.7856	536.6192
726.4385	569.6135	539.9615
772.4889	526.0834	521.0562
740.0585	549.6879	529.8478
718.4660	573.0070	538.0025
727.0081	561.4571	542.3505
731.7295	565.6724	532.0474
728.8672	555.0134	534.5386
760.3700	568.3922	557.1557
738.9374	589.3863	553.7795
719.8725	576.3741	555.0247
742.2054	550.2172	545.7536
736.3473	589.8607	544.6719
750.8631	587.5561	547.1932
761.8204	578.7230	586.9267
738.4424	584.7666	563.3690
767.6440	568.3115	568.5586
741.7790	587.4076	575.7433
749.3469	565.5847	561.1209
761.2500	567.5756	550.3050
693.3110	602.1037	554.2196
703.0250	595.8284	546.8757
769.6520	559.7814	553.7009
728.9630	589.4256	543.2071
756.1071	575.0004	554.6847
743.3400	607.4276	556.1062
767.2263	578.8281	551.7083
761.5354	589.4725	541.0132
761.7618	599.9385	566.1154
753.7142	566.5130	553.1167
748.8370	571.0022	575.9472
753.2329	570.7524	554.0102
763.0282	613.8656	558.8705
777.5418	622.2528	573.6685
759.6730	652.0208	584.3025
783.4167	623.5445	556.7014
749.5154	629.0555	566.4703
774.6183	627.3448	570.8055
798.5536	604.3110	576.2049
788.0797	640.5286	587.8768
784.1071	647.9899	584.9536
783.0419	640.7007	573.2476
752.9697	633.8223	574.4186
751.5315	631.9861	555.0472
757.8151	654.9024	559.5694
797.4349	637.0471	571.1375
845.7888	643.5290	567.2738
802.7440	650.2561	559.5162
817.5457	647.3177	561.6385
784.1697	654.8153	547.1952
876.5384	670.5601	575.4268
857.8115	682.2853	583.2371
868.0276	664.9108	578.3125
870.0962	636.8516	599.6786
859.5924	642.8074	587.3035
764.9237	664.8744	559.1909
778.5519	627.6953	523.3519
799.1146	636.6771	551.2088
869.2520	649.2356	568.7513
836.9791	639.4911	554.8164
913.5622	630.1308	570.8174
840.5658	632.8204	591.8677
871.4973	621.5252	572.2961
878.6183	614.3836	611.3250
859.3105	641.5571	579.1198
876.5312	615.1984	593.7863
845.9010	663.4914	589.3831
835.5947	652.8956	579.9951
864.0315	643.4002	594.4277
928.6395	588.5188	600.5215
873.7960	644.6913	606.1269
901.2611	636.0074	595.5489
857.5768	631.4799	595.5214
821.7794	630.7105	588.5640
838.7718	629.7450	583.2578
833.6884	640.1127	594.6281
822.6031	639.0843	564.8093
825.0457	614.9905	567.8701
806.3286	614.3094	555.2163
810.5432	636.7715	565.5829
836.4213	624.4626	540.8342
817.9699	598.3469	540.1873
810.6215	634.9295	586.6044
844.5291	631.0172	589.6994
876.3021	625.7444	589.7684
875.0077	647.6499	597.6182
880.5193	626.7752	576.1192
839.9903	629.2206	585.7000
871.5202	617.7893	573.1881
890.1947	631.2210	583.1070
900.0010	619.5995	566.9045
884.9796	638.2659	608.0080
872.4138	624.6514	615.8220
868.7028	625.3734	582.6385
904.0518	606.6690	571.4449
839.4850	657.9960	586.1256
880.6062	636.4427	556.4958
832.6149	645.2755	580.1088
822.7360	653.2109	552.4279
850.9461	638.9369	551.2648
856.6846	651.9249	538.5981
865.4962	670.6495	552.7005
859.2475	657.0922	583.9488
882.0553	642.5385	573.3677
836.9781	652.5141	577.5935
908.5516	625.9382	586.4737
883.9221	629.0316	586.6697
858.1726	661.2361	575.1353
912.5762	619.1534	561.8531
826.8801	663.6055	562.0867
823.3664	659.6608	548.6731
852.6890	632.2967	538.2040
817.9756	655.0765	556.0461
843.6830	651.1826	563.8400
819.5770	657.6492	558.9608
844.9767	647.1644	573.5653
835.4225	628.5146	582.8995
846.2522	625.2358	580.6293
848.6107	635.7811	567.5986
840.8633	623.8281	566.7986
820.1068	639.3424	576.6576
874.2075	592.2265	596.5577
--------------------------------------------
average_guess:
782.2902	612.2801	564.8750
--------------------------------------------
